hydrological_year,glacier_index,longitude,latitude,winter_temperature_c,summer_temperature_c,winter_precipitation_mm,summer_precipitation_mm
2053,527,6.909,45.897,-2.4486122382652096,7.9414999725603135,742.4428213988341,837.5555186481022
2053,530,6.912,45.907,-2.4333072081992957,7.958237077327364,744.2407952339685,845.5819680451089
2053,531,6.919,45.906,-2.4642467519640765,7.9257839936305,740.2918571757372,840.6845180293839
2053,534,6.924,45.911,-2.470905405660075,7.919280085340865,739.366626175293,842.6868541019793
2053,535,6.928,45.905,-2.50320052847157,7.884921714613663,735.3102064684318,834.6805705903918
2053,537,6.934,45.883,-2.5860960699875597,7.795813257768349,724.9771690875353,810.4897248074698
2053,539,6.947,45.933,-2.50598457306218,7.885489266428564,734.6359716553762,850.5415837205431
2053,541,6.951,45.939,-2.506677083405211,7.885702464497979,734.4998437516875,853.9081322810249
2053,542,6.952,45.951,-2.4793720792017937,7.91591075590147,737.8975643715743,864.7528562746561
2053,543,6.955,45.927,-2.554494301795812,7.834210826785842,728.4880614358094,840.2129847107841
2053,544,6.955,45.946,-2.5048944501010637,7.888710097394167,734.679826450598,858.1993325186293
2053,547,6.957,45.955,-2.489735531551335,7.905940719934219,736.5592167894811,865.5678176515439
2053,548,6.96,45.887,-2.6787955070318876,7.698537263838355,712.9348932350533,800.1095062066636
2053,549,6.961,45.912,-2.617931683688019,7.765828092157585,720.4920852169237,822.7274179264118
2053,553,6.969,45.888,-2.712009309543673,7.663695216856423,708.6246550793816,796.1287181640146
2053,557,6.977,45.894,-2.728549785554639,7.647188621401564,706.4164836251588,797.2296575955253
2053,564,6.985,45.951,-2.6165396410300534,7.774464558818988,720.430280133168,845.0139542491112
2053,566,6.986,45.973,-2.565188277766982,7.832232053507314,726.9369665570306,864.8873598810616
2053,567,6.986,45.973,-2.565188277766982,7.832232053507314,726.9369665570306,864.8873598810616
2053,569,6.988,45.987,-2.5383812808705994,7.863037380558625,730.3483961843434,876.7600727567877
2053,571,6.99,45.969,-2.592110066836989,7.803693639423687,723.5181357777562,858.6974430275895
2053,572,6.992,45.913,-2.7408701385335337,7.637628334213149,704.6641200011352,806.1260467031215
2053,574,6.994,45.896,-2.791477929943469,7.581431820709703,698.255446256785,789.6839740020616
2053,575,6.994,45.965,-2.6189416059982826,7.775204523897928,720.1065850906231,852.5421263069195
2053,577,7.0,45.895,-2.81797038903185,7.553423665142401,694.8326387669539,785.4868893955725
2053,579,7.003,45.96,-2.670912713392663,7.72394237265395,714.6122852593721,843.1546565248844
2053,582,7.008,45.954,-2.7087098799736262,7.689046140473546,711.5315846842767,835.8450898712696
2054,423,6.776,45.799,-3.637252977120241,8.754915554031221,970.2962748111759,934.6493061587549
2054,424,6.778,45.809,-3.6156193137929273,8.782302429145092,971.3824031972908,943.3757376262593
2054,427,6.783,45.817,-3.6112663702651338,8.789738414577256,970.2279811278122,948.5015529596039
2054,429,6.784,45.784,-3.7105599279542627,8.667598966203677,962.2016877274623,915.8844981553997
2054,431,6.785,45.822,-3.6043826060236643,8.799106034843158,970.1628456387454,952.2772057447706
2054,437,6.792,45.817,-3.6453456357019363,8.751544130227975,964.8951769348012,943.6676940854754
2054,447,6.799,45.819,-3.6661463442206346,8.728936235288753,961.1850603406326,941.8235787070034
2054,448,6.799,45.827,-3.6989704750422607,8.611730107952265,998.1712450623523,955.1273184134152
2054,449,6.799,45.837,-3.614797862831443,8.792825171280569,965.1557679493841,959.0577690827845
2054,459,6.811,45.849,-3.627065868742201,8.783897912226932,960.5885280590254,963.760162190407
2054,460,6.819,45.856,-3.6384841673318364,8.774180396166782,957.286093766863,965.8139326606123
2054,462,6.823,45.859,-3.6457025778830463,8.76750052589351,955.5166352099127,966.3360960369419
2054,464,6.831,45.863,-3.6658668963534646,8.747029636127401,951.5338620472082,965.4613811128761
2054,468,6.844,45.863,-3.7167452653703297,8.690934817392911,943.6601177665707,957.9629657244412
2054,484,6.862,45.976,-3.48451350545126,9.003330245427144,955.6707120470339,1048.948460699965
2054,488,6.865,45.868,-3.7855819929459082,8.617556421526523,931.9393152209191,950.3394890801916
2054,489,6.865,45.99,-3.4598076623876093,9.038122417736563,956.5652144428591,1059.3825582718075
2054,490,6.865,45.99,-3.4598076623876093,9.038122417736563,956.5652144428591,1059.3825582718075
2054,491,6.865,45.99,-3.4598076623876093,9.038122417736563,956.5652144428591,1059.3825582718075
2054,497,6.871,45.984,-3.569099630115745,8.852126042644763,984.9605083161194,1055.0082965984418
2054,498,6.871,45.984,-3.569099630115745,8.852126042644763,984.9605083161194,1055.0082965984418
2054,499,6.871,45.984,-3.569099630115745,8.852126042644763,984.9605083161194,1055.0082965984418
2054,500,6.871,45.992,-3.5483743619391594,8.87998221591737,986.542872575957,1062.1211966170326
2054,503,6.875,45.88,-3.7931456722288104,8.615510663861441,928.2847926773189,955.2003174405115
2054,504,6.877,45.985,-3.5241699477962634,8.966840998392804,947.9994515597657,1046.7677736791943
2054,506,6.88,45.886,-3.7971762555236834,8.614348526298642,926.434312577613,957.5499369298832
2054,509,6.882,45.877,-3.828740500927344,8.574858756966583,923.3938316552982,948.4086412075965
2054,517,6.888,45.882,-3.839421417954723,8.565897235421861,920.7225960834977,949.264149950655
2054,518,6.889,45.892,-3.8173481536262495,8.595654116326202,922.1075080532711,957.4379524948296
2054,524,6.901,45.901,-3.8421375553127186,8.573859845505046,916.4904284982432,958.0062716962349
2054,526,6.906,45.895,-3.877573073340052,8.531687991515081,912.2229816290154,949.7887754084371
2054,527,6.909,45.897,-3.884482215205127,8.525352851136143,910.7618246360497,949.6929422381619
2054,530,6.912,45.907,-3.871101467414027,8.545995449010022,910.8546517378256,956.4346941533277
2054,531,6.919,45.906,-3.901869803533536,8.511950265267313,906.3192984268414,951.2805184958313
2054,534,6.924,45.911,-3.9094965473807246,8.50682251350008,904.1768649734238,952.4371166165777
2054,535,6.928,45.905,-3.9406590483262187,8.469166797065856,900.5408013583047,944.9110176128188
2054,537,6.934,45.883,-4.019388569186449,8.36939601705759,892.6094664664063,922.7923454229165
2054,539,6.947,45.933,-3.948803116400395,8.478917999702128,893.9738381638858,956.3608532569436
2054,541,6.951,45.939,-3.950636310210089,8.481109962957014,892.5770951473846,958.7348320862695
2054,542,6.952,45.951,-3.9256021307031013,8.516429126536519,894.1682702741496,967.9190473136011
2054,543,6.955,45.927,-3.996189846704765,8.423683591281547,887.8391633869887,946.3581634319404
2054,544,6.955,45.946,-3.950180629556998,8.486535658422804,891.3529361574074,961.8815732115601
2054,547,6.957,45.955,-3.93672277382292,8.507393011376134,891.7460945675471,967.9130518661714
2054,548,6.96,45.887,-4.11295161816208,8.269602841341982,877.2773243300038,910.5916688328662
2054,549,6.961,45.912,-4.0568077996367915,8.347718710084084,881.303557573255,930.3654545314342
2054,553,6.969,45.888,-4.146389244885274,8.233720086945446,871.8770589450619,906.0144395618728
2054,557,6.977,45.894,-4.1640873716655875,8.218534509713194,868.0058625011577,906.0315743667504
2054,564,6.985,45.951,-4.06278104214175,8.369541171642112,873.2972060579356,946.3868003014272
2054,566,6.986,45.973,-4.015549072599478,8.436810827524777,876.5803393779955,963.088152218569
2054,567,6.986,45.973,-4.015549072599478,8.436810827524777,876.5803393779955,963.088152218569
2054,569,6.988,45.987,-3.991359909691089,8.473437633172718,877.7793033774955,972.7450527319494
2054,571,6.99,45.969,-4.041719251863701,8.405854673396217,873.3215180176579,957.2647163046513
2054,572,6.992,45.913,-4.180012104779338,8.21485451715197,862.0745657597577,911.9434791788323
2054,574,6.994,45.896,-4.227449658082156,8.150859625688996,857.7657468451428,897.3285448642579
2054,575,6.994,45.965,-4.067800988940031,8.374948033482882,870.0662993465321,951.4668365261233
2054,577,7.0,45.895,-4.25377638419915,8.1214249659748,853.8377325858826,892.9079630099383
2054,579,7.003,45.96,-4.118836727860119,8.320004430400543,864.5354705756258,942.3733480701084
2054,582,7.008,45.954,-4.155517151603728,8.281647804066555,862.0908798473819,935.762277603814
2055,423,6.776,45.799,-4.981168207448723,9.989077484368709,962.4612066975175,680.2378801510133
2055,424,6.778,45.809,-4.956175340339516,10.01540074483333,964.8306855351381,687.0261805930811
2055,427,6.783,45.817,-4.949480432402686,10.021615908146414,964.4370567432439,691.1778891144396
2055,429,6.784,45.784,-5.060613379153999,9.902192600520191,951.5967667003617,666.1451518710252
2055,431,6.785,45.822,-4.9410207628242295,10.030339049425923,964.9388082572916,694.1717702117697
2055,437,6.792,45.817,-4.984470378112114,9.982449019398947,958.3933172042531,687.8263264717325
2055,447,6.799,45.819,-5.005269407979312,9.9589108839325,954.4250600727398,686.6957829371012
2055,448,6.799,45.827,-5.035253596680137,9.841009674837226,992.3628857901708,696.7263729058585
2055,449,6.799,45.837,-4.947531056818326,10.021235885967062,961.0061326200929,700.0104009290828
2055,459,6.811,45.849,-4.956771574535451,10.009935837458867,957.2472595280235,704.1879023524227
2055,460,6.819,45.856,-4.966533170238612,9.99871118413511,954.3433937108673,706.1481360012027
2055,462,6.823,45.859,-4.9731021464028835,9.991318581515579,952.7017269641191,706.7394298608823
2055,464,6.831,45.863,-4.99267796047596,9.969595302476797,948.6854662146425,706.433457882345
2055,468,6.844,45.863,-5.044900075316774,9.91204365799,939.821769566492,701.2059393970006
2055,484,6.862,45.976,-4.774751829964235,10.211985432056634,967.2853277928273,773.7556733728329
2055,488,6.865,45.868,-5.114148132809135,9.83584883254859,927.2627409994858,696.2557075939193
2055,489,6.865,45.99,-4.74544599374436,10.245115294473553,970.0859698797807,782.2454940023691
2055,490,6.865,45.99,-4.74544599374436,10.245115294473553,970.0859698797807,782.2454940023691
2055,491,6.865,45.99,-4.74544599374436,10.245115294473553,970.0859698797807,782.2454940023691
