hydrological_year,glacier_index,annual_temperature_c,winter_temperature_c,summer_temperature_c,annual_precipitation_mm,winter_precipitation_mm,summer_precipitation_mm,RGI_ID,GLIMS_ID,glacier_name,latitude,longitude,mass_balance
1968,572,0.4708104084243683,-4.870442865448005,5.812063683288564,1487.8172061157193,693.0507578124985,794.7664483032206,3466,G006992E45913N,de Talefre,45.913,6.992,0.1814395
1968,574,0.41462890840149247,-4.9160298552703825,5.745287671844485,1466.8104931640637,684.0167757568365,782.7937174072272,3258,G006994E45896N,de Pierre Joseph,45.896,6.994,1.0253251
1968,575,0.6073782520198927,-4.766333549308769,5.981090057067885,1541.3905059814495,715.0591909790055,826.3313150024437,3619,G006994E45965N,du Trident,45.965,6.994,1.0708916
1968,577,0.3859777832031337,-4.94405311584472,5.716008682250987,1457.9462814331089,679.4285583496107,778.5177230834981,3301,G007000E45895N,de l'Aiguille de l'Eboulement,45.895,7.0,0.8270766
1968,579,0.5533424705028552,-4.818631732711791,5.925316672515872,1525.7534046936044,707.5076786804202,818.2457260131841,3640,G007003E45960N,du Chardonnet,45.96,7.003,0.987212
1968,582,0.5152586576843278,-4.855016867889403,5.885534180145265,1515.9625279541021,702.9763957519534,812.9861322021487,3356,G007008E45954N,du Milieu,45.954,7.008,1.267796
1969,423,0.6933957224674215,-4.771893991317749,6.158685702758788,1617.3018009643554,757.7592619628906,859.5425390014648,3344,G006776E45799N,de la Berangere,45.799,6.776,-1.5512936
1969,424,0.7206057531223224,-4.75069473583222,6.191906492126456,1624.0513533630353,758.785642486572,865.2657108764635,3601,G006778E45809N,d'Armancette,45.809,6.778,-0.9100631
1969,427,0.7264928778629293,-4.750955424556733,6.203941414245605,1626.5909571380614,758.2019540863035,868.3890030517579,3650,G006783E45817N,de Covagnet,45.817,6.783,-1.0718569
1969,429,0.6020609270648927,-4.858334866485599,6.0624570030822715,1598.1419545288077,751.8356925659177,846.30626196289,3651,G006784E45784N,de Tre la Tete 1,45.784,6.784,-0.6719493
1969,431,0.73532661722661,-4.745545537185661,6.216198996429455,1629.0991316223167,758.2831712341313,870.8159603881853,3276,G006785E45822N,du Miage 1,45.822,6.785,-0.8154398
1969,437,0.6846271284122482,-4.796324009170531,6.1655784923706065,1619.0637772827154,754.515568725586,864.5482085571291,3388,G006792E45817N,du Miage 2,45.817,6.792,-1.1941389
1969,447,0.6592566287117081,-4.825492572269433,6.14400604711915,1614.8656762237567,751.9967250518802,862.8689511718765,3579,G006799E45819N,du Miage 3,45.819,6.799,-1.3284676
1969,448,0.6880236282005228,-4.8010201169777,6.177067578613272,1621.491164871214,753.3901048126218,868.1010600585925,3649,G006799E45827N,du Miage 4,45.827,6.799,-0.8439904
1969,449,0.7239823775615792,-4.7704295478629986,6.21839449298097,1629.7730256805446,755.1318295135503,874.6411961669942,3296,G006799E45837N,du Tricot,45.837,6.799,-1.2469041
1969,459,0.7104458776492956,-4.795290311565409,6.216182227722154,1629.4558606414769,752.1446073455805,877.3112532958962,3648,G006811E45849N,de Bionnassay,45.849,6.811,-0.932986
1969,460,0.6975099403162063,-4.815316231956476,6.210336255279548,1628.3363297729506,749.9198503417971,878.4164794311533,3438,G006819E45856N,de Tete Rousse,45.856,6.819,-1.4079372
1969,462,0.689176377941136,-4.826942939395901,6.205295829589849,1627.3453495635997,748.7077206573488,878.6376289062509,3280,G006823E45859N,de la Griaz,45.859,6.823,-1.0466172
1969,464,0.6652994616546596,-4.856336926441196,6.18693597033691,1623.7024511871332,745.9317390289305,877.7707121582027,3290,G006831E45863N,du Bourgeat,45.863,6.831,-1.0353155
1969,468,0.6034780980548827,-4.92354808761597,6.130504392211911,1612.4885648193356,740.354505554199,872.1340592651363,3647,G006844E45863N,Taconnaz,45.863,6.844,-0.9529695
1969,484,0.9081583288345301,-4.690921382827762,6.507237946441646,1686.4836847534173,749.3082793579099,937.1754053955071,3449,G006862E45976N,de la Floria,45.976,6.862,-0.8793031
1969,488,0.5208479744291369,-5.017751085472102,6.05944711502076,1598.326416625978,732.0766763305667,866.2497402954114,3646,G006865E45868N,Bossons,45.868,6.865,-1.2211518
1969,489,0.9413857816934644,-4.667150465011592,6.549921907806404,1694.76964492798,749.9264457702639,944.8431991577161,3709,G006865E45990N,du Mort 2,45.99,6.865,-1.745984
1969,490,0.9413857816934644,-4.667150465011592,6.549921907806404,1694.76964492798,749.9264457702639,944.8431991577161,3710,G006865E45990N,du Mort 1,45.99,6.865,-1.7142316
1969,491,0.9413857816934644,-4.667150465011592,6.549921907806404,1694.76964492798,749.9264457702639,944.8431991577161,3711,G006865E45990N,du Mort 3,45.99,6.865,-1.7331263
1969,497,0.8905333763856926,-4.717451749076841,6.498518384185797,1684.4365494995127,746.1679887695313,938.2685607299815,0,G006871E45984N,des Dards 1,45.984,6.871,-1.7202207
1969,498,0.8905333763856926,-4.717451749076841,6.498518384185797,1684.4365494995127,746.1679887695313,938.2685607299815,0,G006871E45984N,des Dards 1,45.984,6.871,-1.6870942
1969,499,0.8905333763856926,-4.717451749076841,6.498518384185797,1684.4365494995127,746.1679887695313,938.2685607299815,3812,G006871E45984N,des Dards 2,45.984,6.871,-1.5680567
1969,500,0.9180013760576133,-4.6945962945175275,6.530598915679919,1690.7333008422825,747.3182015380853,943.4150993041974,3573,G006871E45992N,de Berard,45.992,6.871,-0.8462994
1969,503,0.5142740684747784,-5.035443911552422,6.063992099761974,1599.089546203615,729.4704437255863,869.6191024780289,3483,G006875E45880N,Rond,45.88,6.875,-1.3553976
1969,504,0.8637831270313254,-4.747670291614533,6.475236419372557,1679.6302332305904,743.428632888794,936.2016003417966,3450,G006877E45985N,du Belvedere,45.985,6.877,-1.6656939
1969,506,0.5107841467762094,-5.044542980957023,6.06611131088258,1599.4197457885764,728.1293325805668,871.2904132080097,3265,G006880E45886N,du Telepherique,45.886,6.88,-1.2840465
1969,509,0.47049119415474927,-5.080446759452811,6.021429197326671,1590.64093563843,725.999682037354,864.641253601076,3391,G006882E45877N,Ouest de l'Aiguille du Midi,45.877,6.882,-1.2782372
